WARD SECTION (CONCATENATED),WARD,SECTION,MONTH NAME,MONTH NUMBER,DATES,Test Column
2501,25,01,MAY,5,"6,7",2501
2501,25,01,JUNE,6,"3,4",2501
2501,25,01,JULY,7,"1,2",2501
2501,25,01,AUGUST,8,"5,6",2501
2501,25,01,SEPTEMBER,9,3,2501
2501,25,01,OCTOBER,10,"1,7",2501
2501,25,01,NOVEMBER,11,"4,5",2501
2502,25,02,APRIL,4,"3,4",2502
2502,25,02,MAY,5,"1,2",2502
2502,25,02,JUNE,6,"5,6",2502
2502,25,02,JULY,7,3,2502
2502,25,02,AUGUST,8,"1,7",2502
2502,25,02,SEPTEMBER,9,"4,5",2502
2502,25,02,OCTOBER,10,"2,3",2502
2502,25,02,NOVEMBER,11,"6,7",2502
2503,25,03,APRIL,4,"5,8",2503
2503,25,03,MAY,5,"3,13",2503
2503,25,03,JUNE,6,"7,10",2503
2503,25,03,JULY,7,"5,8",2503
2503,25,03,AUGUST,8,"2,12",2503
2503,25,03,SEPTEMBER,9,"6,9",2503
2503,25,03,OCTOBER,10,4,2503
2503,25,03,NOVEMBER,11,1,2503
2504,25,04,APRIL,4,"9,10",2504
2504,25,04,MAY,5,"8,14",2504
2504,25,04,JUNE,6,"11,12",2504
2504,25,04,JULY,7,"9,10",2504
2504,25,04,AUGUST,8,"13,14",2504
2504,25,04,SEPTEMBER,9,"10,11",2504
2504,25,04,OCTOBER,10,"8,9",2504
2504,25,04,NOVEMBER,11,"12,13",2504
2505,25,05,APRIL,4,"11,12",2505
2505,25,05,MAY,5,"9,10",2505
2505,25,05,JUNE,6,"13,14",2505
2505,25,05,JULY,7,"11,12",2505
2505,25,05,AUGUST,8,"8,9",2505
2505,25,05,SEPTEMBER,9,"12,13",2505
2505,25,05,OCTOBER,10,"10,11",2505
2505,25,05,NOVEMBER,11,"8,14",2505
2506,25,06,APRIL,4,"15,16",2506
2506,25,06,MAY,5,"20,21",2506
2506,25,06,JUNE,6,"17,16",2506
2506,25,06,JULY,7,"15,16",2506
2506,25,06,AUGUST,8,"19,20",2506
2506,25,06,SEPTEMBER,9,"16,17",2506
2506,25,06,OCTOBER,10,"15,21",2506
2506,25,06,NOVEMBER,11,"18,19",2506
2507,25,07,APRIL,4,"17,18",2507
2507,25,07,MAY,5,"15,16",2507
2507,25,07,JUNE,6,20,2507
2507,25,07,JULY,7,"17,18",2507
2507,25,07,AUGUST,8,"15,21",2507
2507,25,07,SEPTEMBER,9,"18,19",2507
2507,25,07,OCTOBER,10,"16,17",2507
2507,25,07,NOVEMBER,11,"20,21",2507
2508,25,08,APRIL,4,"19,22",2508
2508,25,08,MAY,5,17,2508
2508,25,08,JUNE,6,"21,24",2508
2508,25,08,JULY,7,"19,22",2508
2508,25,08,AUGUST,8,"16,26",2508
2508,25,08,SEPTEMBER,9,"20,23",2508
2508,25,08,OCTOBER,10,"18,28",2508
2508,25,08,NOVEMBER,11,15,2508
2509,25,09,APRIL,4,"23,24",2509
2509,25,09,MAY,5,"22,28",2509
2509,25,09,JUNE,6,"25,26",2509
2509,25,09,JULY,7,"23,24",2509
2509,25,09,AUGUST,8,"27,28",2509
2509,25,09,SEPTEMBER,9,"24,25",2509
2509,25,09,OCTOBER,10,"22,23",2509
2510,25,10,APRIL,4,"25,26",2510
2510,25,10,MAY,5,"23,24",2510
2510,25,10,JUNE,6,"27,28",2510
2510,25,10,JULY,7,"25,26",2510
2510,25,10,AUGUST,8,"22,23",2510
2510,25,10,SEPTEMBER,9,"26,27",2510
2510,25,10,OCTOBER,10,"24,25",2510
2510,25,10,NOVEMBER,11,22,2510
2601,26,01,APRIL,4,"1,2",2601
2601,26,01,MAY,5,"7,22",2601
2601,26,01,JUNE,6,"27,28",2601
2601,26,01,AUGUST,8,"5,6",2601
2601,26,01,SEPTEMBER,9,"25,26",2601
2601,26,01,OCTOBER,10,31,2601
2601,26,01,NOVEMBER,11,1,2601
2602,26,02,APRIL,4,"3,4",2602
2602,26,02,MAY,5,"23,24",2602
2602,26,02,JUNE,6,"1,2",2602
2602,26,02,AUGUST,8,"7,22",2602
2602,26,02,SEPTEMBER,9,"27,30",2602
2602,26,02,NOVEMBER,11,"4,5",2602
2603,26,03,APRIL,4,"5,22",2603
2603,26,03,MAY,5,"28,29",2603
2603,26,03,JUNE,6,"3,5",2603
2603,26,03,AUGUST,8,"23,26",2603
2603,26,03,OCTOBER,10,"1,2",2603
2603,26,03,NOVEMBER,11,"6,7",2603
2604,26,04,APRIL,4,"23,24",2604
2604,26,04,MAY,5,"30,31",2604
2604,26,04,JULY,7,"22,23",2604
2604,26,04,AUGUST,8,"27,28",2604
2604,26,04,OCTOBER,10,"3,4",2604
2605,26,05,APRIL,4,"11,12",2605
2605,26,05,MAY,5,"9,10",2605
2605,26,05,JUNE,6,"13,14",2605
2605,26,05,JULY,7,"11,12",2605
2605,26,05,AUGUST,8,"8,9",2605
2605,26,05,SEPTEMBER,9,"12,13",2605
2605,26,05,OCTOBER,10,"10,11",2605
2605,26,05,NOVEMBER,11,"8,14",2605
2606,26,06,APRIL,4,"8,15",2606
2606,26,06,MAY,5,"13,20",2606
2606,26,06,JUNE,6,"10,17",2606
2606,26,06,JULY,7,"8,15",2606
2606,26,06,AUGUST,8,"12,19",2606
2606,26,06,SEPTEMBER,9,"9,16",2606
2606,26,06,OCTOBER,10,21,2606
2606,26,06,NOVEMBER,11,18,2606
2607,26,07,APRIL,4,"9,10",2607
2607,26,07,MAY,5,"8,14",2607
2607,26,07,JUNE,6,"11,12",2607
2607,26,07,JULY,7,"9,10",2607
2607,26,07,AUGUST,8,"13,14",2607
2607,26,07,SEPTEMBER,9,"10,11",2607
2607,26,07,OCTOBER,10,"8,9",2607
2607,26,07,NOVEMBER,11,"12,13",2607
2608,26,08,APRIL,4,"18,19",2608
2608,26,08,MAY,5,"16,17",2608
2608,26,08,JUNE,6,"20,21",2608
2608,26,08,JULY,7,"18,19",2608
2608,26,08,AUGUST,8,"15,16",2608
2608,26,08,SEPTEMBER,9,"19,20",2608
2608,26,08,OCTOBER,10,"17,18",2608
2608,26,08,NOVEMBER,11,"15,21",2608
2609,26,09,APRIL,4,"16,17",2609
2609,26,09,MAY,5,"15,21",2609
2609,26,09,JUNE,6,18,2609
2609,26,09,JULY,7,"16,17",2609
2609,26,09,AUGUST,8,"20,21",2609
2609,26,09,SEPTEMBER,9,"17,18",2609
2609,26,09,OCTOBER,10,"15,16",2609
2609,26,09,NOVEMBER,11,"19,20",2609
2610,26,10,APRIL,4,"25,26",2610
2610,26,10,JUNE,6,"3,4",2610
2610,26,10,JULY,7,"24,25",2610
2610,26,10,AUGUST,8,"29,30",2610
2610,26,10,OCTOBER,10,"7,22",2610
2611,26,11,APRIL,4,"29,30",2611
2611,26,11,JUNE,6,"5,6",2611
2611,26,11,JULY,7,"26,29",2611
2611,26,11,SEPTEMBER,9,"3,4",2611
2611,26,11,OCTOBER,10,"23,24",2611
2612,26,12,MAY,5,"1,2",2612
2612,26,12,JUNE,6,"7,24",2612
2612,26,12,JULY,7,"30,31",2612
2612,26,12,SEPTEMBER,9,"5,6",2612
2612,26,12,OCTOBER,10,"25,28",2612
2613,26,13,MAY,5,"3,6",2613
2613,26,13,JUNE,6,"25,26",2613
2613,26,13,AUGUST,8,"1,2",2613
2613,26,13,SEPTEMBER,9,"23,24",2613
2613,26,13,OCTOBER,10,"29,30",2613
2701,27,01,APRIL,4,"1,2",2701
2701,27,01,MAY,5,"28,29",2701
2701,27,01,JULY,7,"25,26",2701
2701,27,01,SEPTEMBER,9,"20,23",2701
2701,27,01,NOVEMBER,11,"19,20",2701
2702,27,02,APRIL,4,"3,4",2702
2702,27,02,MAY,5,"30,31",2702
2702,27,02,JULY,7,"29,30",2702
2702,27,02,SEPTEMBER,9,"24,25",2702
2702,27,02,NOVEMBER,11,"21,22",2702
2703,27,03,APRIL,4,"5,8",2703
2703,27,03,MAY,5,"3,4",2703
2703,27,03,JULY,7,31,2703
2703,27,03,AUGUST,8,1,2703
2703,27,03,SEPTEMBER,9,"26,27",2703
2704,27,04,APRIL,4,"9,10",2704
2704,27,04,JUNE,6,"5,6",2704
2704,27,04,AUGUST,8,"2,4",2704
2704,27,04,SEPTEMBER,9,30,2704
2704,27,04,OCTOBER,10,1,2704
2705,27,05,APRIL,4,"11,12",2705
2705,27,05,JUNE,6,"7,10",2705
2705,27,05,AUGUST,8,"6,7",2705
2705,27,05,OCTOBER,10,"2,3",2705
2706,27,06,APRIL,4,"15,16",2706
2706,27,06,JUNE,6,"11,12",2706
2706,27,06,AUGUST,8,"8,9",2706
2706,27,06,OCTOBER,10,"4,7",2706
2707,27,07,APRIL,4,"17,18",2707
2707,27,07,JUNE,6,"13,14",2707
2707,27,07,AUGUST,8,"12,13",2707
2707,27,07,OCTOBER,10,"8,9",2707
2708,27,08,APRIL,4,"19,22",2708
2708,27,08,JUNE,6,"17,18",2708
2708,27,08,AUGUST,8,"14,15",2708
2708,27,08,OCTOBER,10,"10,11",2708
2709,27,09,APRIL,4,"23,24",2709
2709,27,09,JUNE,6,"20,21",2709
2709,27,09,AUGUST,8,"16,19",2709
2709,27,09,OCTOBER,10,"15,16",2709
2710,27,10,APRIL,4,"25,26",2710
2710,27,10,JUNE,6,"24,25",2710
2710,27,10,AUGUST,8,"20,21",2710
2710,27,10,OCTOBER,10,"17,18",2710
2711,27,11,APRIL,4,"29,30",2711
2711,27,11,JUNE,6,"26,27",2711
2711,27,11,AUGUST,8,"22,23",2711
2711,27,11,OCTOBER,10,"21,22",2711
2712,27,12,MAY,5,"1,2",2712
2712,27,12,JUNE,6,28,2712
2712,27,12,JULY,7,1,2712
2712,27,12,AUGUST,8,"26,27",2712
2712,27,12,OCTOBER,10,"23,24",2712
2713,27,13,MAY,5,"3,6",2713
2713,27,13,JULY,7,"2,3",2713
2713,27,13,AUGUST,8,"28,29",2713
2713,27,13,OCTOBER,10,"25,28",2713
2714,27,14,MAY,5,"7,8",2714
2714,27,14,JULY,7,"5,8",2714
2714,27,14,AUGUST,8,30,2714
2714,27,14,SEPTEMBER,9,3,2714
2714,27,14,OCTOBER,10,"29,30",2714
2715,27,15,MAY,5,"9,10",2715
2715,27,15,JULY,7,"9,10",2715
2715,27,15,SEPTEMBER,9,"4,5",2715
2715,27,15,OCTOBER,10,31,2715
2715,27,15,NOVEMBER,11,1,2715
2716,27,16,MAY,5,"13,14",2716
2716,27,16,JULY,7,"11,12",2716
2716,27,16,SEPTEMBER,9,"6,9",2716
2716,27,16,NOVEMBER,11,"13,14",2716
2717,27,17,MAY,5,"15,16",2717
2717,27,17,JULY,7,"15,16",2717
2717,27,17,SEPTEMBER,9,"10,11",2717
2717,27,17,NOVEMBER,11,"6,7",2717
2718,27,18,MAY,5,"17,20",2718
2718,27,18,JULY,7,"17,18",2718
2718,27,18,SEPTEMBER,9,"12,13",2718
2718,27,18,NOVEMBER,11,"8,12",2718
2719,27,19,MAY,5,"21,22",2719
2719,27,19,JULY,7,"19,22",2719
2719,27,19,SEPTEMBER,9,"16,17",2719
2719,27,19,NOVEMBER,11,"13,14",2719
2720,27,20,MAY,5,"23,24",2720
2720,27,20,JULY,7,"23,24",2720
2720,27,20,SEPTEMBER,9,"18,19",2720
2720,27,20,NOVEMBER,11,"15,18",2720
2801,28,01,APRIL,4,"1,2,29,30",2801
2801,28,01,MAY,5,"28,29",2801
2801,28,01,JUNE,6,"26,27",2801
2801,28,01,JULY,7,"25,26",2801
2801,28,01,AUGUST,8,"22,23",2801
2801,28,01,SEPTEMBER,9,"20,23",2801
2801,28,01,OCTOBER,10,"21,22",2801
2801,28,01,NOVEMBER,11,"19,20",2801
2802,28,02,APRIL,4,"3,4",2802
2802,28,02,MAY,5,"1,2,30,31",2802
2802,28,02,JUNE,6,28,2802
2802,28,02,JULY,7,"1,29,30",2802
2802,28,02,AUGUST,8,"26,27",2802
2802,28,02,SEPTEMBER,9,"24,25",2802
2802,28,02,OCTOBER,10,"23,24",2802
2802,28,02,NOVEMBER,11,"21,22",2802
2803,28,03,APRIL,4,"5,8",2803
2803,28,03,MAY,5,"3,6",2803
2803,28,03,JUNE,6,"3,4",2803
2803,28,03,JULY,7,"2,3,31",2803
2803,28,03,AUGUST,8,1,2803
2803,28,03,SEPTEMBER,9,"26,27",2803
2803,28,03,OCTOBER,10,"25,28",2803
2804,28,04,APRIL,4,"9,10",2804
2804,28,04,MAY,5,"7,8",2804
2804,28,04,JUNE,6,"5,6",2804
2804,28,04,JULY,7,"5,8",2804
2804,28,04,AUGUST,8,"2,5,30",2804
2804,28,04,SEPTEMBER,9,"3,30",2804
2804,28,04,OCTOBER,10,"1,29,30",2804
2805,28,05,APRIL,4,"11,12",2805
2805,28,05,MAY,5,"9,10",2805
2805,28,05,JUNE,6,"7,10",2805
2805,28,05,JULY,7,"9,10",2805
2805,28,05,AUGUST,8,"6,7",2805
2805,28,05,SEPTEMBER,9,"4,5",2805
2805,28,05,OCTOBER,10,"2,3,31",2805
2805,28,05,NOVEMBER,11,1,2805
2806,28,06,APRIL,4,"15,16",2806
2806,28,06,MAY,5,"13,14",2806
2806,28,06,JUNE,6,"11,12",2806
2806,28,06,JULY,7,"11,12",2806
2806,28,06,AUGUST,8,"8,9",2806
2806,28,06,SEPTEMBER,9,"6,9",2806
2806,28,06,OCTOBER,10,"4,7",2806
2806,28,06,NOVEMBER,11,"4,5",2806
2807,28,07,APRIL,4,"17,18",2807
2807,28,07,MAY,5,"15,16",2807
2807,28,07,JUNE,6,"13,14",2807
2807,28,07,JULY,7,"15,16",2807
2807,28,07,AUGUST,8,"12,13",2807
2807,28,07,SEPTEMBER,9,"10,11",2807
2807,28,07,OCTOBER,10,"8,9",2807
2807,28,07,NOVEMBER,11,"6,7",2807
2808,28,08,APRIL,4,"19,22",2808
2808,28,08,MAY,5,"17,20",2808
2808,28,08,JUNE,6,"17,18",2808
2808,28,08,JULY,7,"17,18",2808
2808,28,08,AUGUST,8,"14,15",2808
2808,28,08,SEPTEMBER,9,"12,13",2808
2808,28,08,OCTOBER,10,"10,11",2808
2808,28,08,NOVEMBER,11,"8,12",2808
2809,28,09,APRIL,4,"23,24",2809
2809,28,09,MAY,5,"21,22",2809
2809,28,09,JUNE,6,"20,21",2809
2809,28,09,JULY,7,"19,22",2809
2809,28,09,AUGUST,8,"16,19",2809
2809,28,09,SEPTEMBER,9,"16,17",2809
2809,28,09,OCTOBER,10,"15,16",2809
2809,28,09,NOVEMBER,11,"13,14",2809
2810,28,10,APRIL,4,"25,26",2810
2810,28,10,MAY,5,"23,24",2810
2810,28,10,JUNE,6,"24,25",2810
2810,28,10,JULY,7,"23,24",2810
2810,28,10,AUGUST,8,"20,21",2810
2810,28,10,SEPTEMBER,9,"18,19",2810
2810,28,10,OCTOBER,10,"17,18",2810
2810,28,10,NOVEMBER,11,"15,18",2810
2901,29,01,APRIL,4,"1,2",2901
2901,29,01,MAY,5,"9,10",2901
2901,29,01,JUNE,6,"20,21",2901
2901,29,01,JULY,7,31,2901
2901,29,01,AUGUST,8,1,2901
2901,29,01,SEPTEMBER,9,"10,11",2901
2901,29,01,OCTOBER,10,"21,22",2901
2902,29,02,APRIL,4,"3,4",2902
2902,29,02,MAY,5,"13,14",2902
2902,29,02,JUNE,6,"24,25",2902
2902,29,02,AUGUST,8,"2,5",2902
2902,29,02,SEPTEMBER,9,"12,13",2902
2902,29,02,OCTOBER,10,"23,24",2902
2903,29,03,APRIL,4,"5,8",2903
2903,29,03,MAY,5,"15,16",2903
2903,29,03,JUNE,6,"26,27",2903
2903,29,03,AUGUST,8,"6,7",2903
2903,29,03,SEPTEMBER,9,"16,17",2903
2903,29,03,OCTOBER,10,"25,28",2903
2904,29,04,APRIL,4,"9,10",2904
2904,29,04,MAY,5,"17,20",2904
2904,29,04,JUNE,6,28,2904
2904,29,04,JULY,7,1,2904
2904,29,04,AUGUST,8,"8,9",2904
2904,29,04,SEPTEMBER,9,"18,19",2904
2904,29,04,OCTOBER,10,"29,30",2904
2905,29,05,APRIL,4,"11,12",2905
2905,29,05,MAY,5,"21,22",2905
2905,29,05,JULY,7,"2,3",2905
2905,29,05,AUGUST,8,"12,13",2905
2905,29,05,SEPTEMBER,9,"20,23",2905
2905,29,05,OCTOBER,10,31,2905
2905,29,05,NOVEMBER,11,1,2905
2906,29,06,APRIL,4,"15,16",2906
2906,29,06,MAY,5,"23,24",2906
2906,29,06,JULY,7,"6,8",2906
2906,29,06,AUGUST,8,"14,15",2906
2906,29,06,SEPTEMBER,9,"24,25",2906
2906,29,06,NOVEMBER,11,"4,5",2906
2907,29,07,APRIL,4,"17,18",2907
2907,29,07,MAY,5,"28,29",2907
2907,29,07,JULY,7,"9,10",2907
2907,29,07,AUGUST,8,"16,19",2907
2907,29,07,SEPTEMBER,9,"26,27",2907
2907,29,07,NOVEMBER,11,"6,7",2907
2908,29,08,APRIL,4,"19,22",2908
2908,29,08,MAY,5,"30,31",2908
2908,29,08,JULY,7,"11,12",2908
2908,29,08,AUGUST,8,"20,21",2908
2908,29,08,SEPTEMBER,9,30,2908
2908,29,08,OCTOBER,10,1,2908
2908,29,08,NOVEMBER,11,"8,12",2908
2909,29,09,APRIL,4,"23,24",2909
2909,29,09,JUNE,6,"3,4",2909
2909,29,09,JULY,7,"15,16",2909
2909,29,09,AUGUST,8,"22,23",2909
2909,29,09,OCTOBER,10,"2,3",2909
2909,29,09,NOVEMBER,11,"13,14",2909
2910,29,10,APRIL,4,"25,26",2910
2910,29,10,JUNE,6,"5,6",2910
2910,29,10,JULY,7,"17,18",2910
2910,29,10,AUGUST,8,"26,27",2910
2910,29,10,OCTOBER,10,"4,7",2910
2910,29,10,NOVEMBER,11,"15,18",2910
2911,29,11,APRIL,4,"29,30",2911
2911,29,11,JUNE,6,"7,10",2911
2911,29,11,JULY,7,"19,22",2911
2911,29,11,AUGUST,8,"28,29",2911
2911,29,11,OCTOBER,10,"8,9",2911
2911,29,11,NOVEMBER,11,"19,20",2911
2912,29,12,MAY,5,"1,2",2912
2912,29,12,JUNE,6,"11,12",2912
2912,29,12,JULY,7,"23,24",2912
2912,29,12,AUGUST,8,30,2912
2912,29,12,SEPTEMBER,9,3,2912
2912,29,12,OCTOBER,10,"10,11",2912
2912,29,12,NOVEMBER,11,"21,22",2912
2913,29,13,MAY,5,"3,6",2913
2913,29,13,JUNE,6,"13,14",2913
2913,29,13,JULY,7,"25,26",2913
2913,29,13,SEPTEMBER,9,"4,5",2913
2913,29,13,OCTOBER,10,"15,16",2913
2914,29,14,MAY,5,"7,8",2914
2914,29,14,JUNE,6,"17,18",2914
2914,29,14,JULY,7,"29,30",2914
2914,29,14,SEPTEMBER,9,"6,9",2914
2914,29,14,OCTOBER,10,"17,18",2914
3001,30,01,APRIL,4,"1,2",3001
3001,30,01,MAY,5,"13,14",3001
3001,30,01,JUNE,6,"26,27",3001
3001,30,01,AUGUST,8,"8,9",3001
3001,30,01,SEPTEMBER,9,"20,23",3001
3001,30,01,NOVEMBER,11,"4,5",3001
3002,30,02,APRIL,4,"3,4",3002
3002,30,02,MAY,5,"15,16",3002
3002,30,02,JUNE,6,28,3002
3002,30,02,JULY,7,1,3002
3002,30,02,AUGUST,8,"12,13",3002
3002,30,02,SEPTEMBER,9,"24,25",3002
3002,30,02,NOVEMBER,11,"6,7",3002
3003,30,03,APRIL,4,"5,8",3003
3003,30,03,MAY,5,"17,20",3003
3003,30,03,JULY,7,"2,3",3003
3003,30,03,AUGUST,8,"14,15",3003
3003,30,03,SEPTEMBER,9,"26,27",3003
3003,30,03,NOVEMBER,11,"8,12",3003
3004,30,04,APRIL,4,"9,10",3004
3004,30,04,MAY,5,"21,22",3004
3004,30,04,JULY,7,"4,8",3004
3004,30,04,AUGUST,8,"16,19",3004
3004,30,04,SEPTEMBER,9,30,3004
3004,30,04,OCTOBER,10,1,3004
3004,30,04,NOVEMBER,11,"13,14",3004
3005,30,05,APRIL,4,"11,12",3005
3005,30,05,MAY,5,"23,24",3005
3005,30,05,JULY,7,"9,10",3005
3005,30,05,AUGUST,8,"20,21",3005
3005,30,05,OCTOBER,10,"2,3",3005
3005,30,05,NOVEMBER,11,"15,18",3005
3006,30,06,APRIL,4,"15,16",3006
3006,30,06,MAY,5,"28,29",3006
3006,30,06,JULY,7,"11,12",3006
3006,30,06,AUGUST,8,"22,23",3006
3006,30,06,OCTOBER,10,"4,7",3006
3006,30,06,NOVEMBER,11,"19,20",3006
3007,30,07,APRIL,4,"17,18",3007
3007,30,07,MAY,5,"30,31",3007
3007,30,07,JULY,7,"15,16",3007
3007,30,07,AUGUST,8,"26,27",3007
3007,30,07,OCTOBER,10,"8,9",3007
3007,30,07,NOVEMBER,11,"21,22",3007
3008,30,08,APRIL,4,"19,22",3008
3008,30,08,JUNE,6,"3,4",3008
3008,30,08,JULY,7,"17,18",3008
3008,30,08,AUGUST,8,"28,29",3008
3008,30,08,OCTOBER,10,"10,11",3008
3009,30,09,APRIL,4,"23,24",3009
3009,30,09,JUNE,6,"5,6",3009
3009,30,09,JULY,7,"19,22",3009
3009,30,09,AUGUST,8,30,3009
3009,30,09,SEPTEMBER,9,3,3009
3009,30,09,OCTOBER,10,"15,16",3009
3010,30,10,APRIL,4,"25,26",3010
3010,30,10,JUNE,6,"7,10",3010
3010,30,10,JULY,7,"23,24",3010
3010,30,10,SEPTEMBER,9,"4,5",3010
3010,30,10,OCTOBER,10,"17,18",3010
3011,30,11,APRIL,4,"29,30",3011
3011,30,11,JUNE,6,"11,12",3011
3011,30,11,JULY,7,"25,26",3011
3011,30,11,SEPTEMBER,9,"6,9",3011
3011,30,11,OCTOBER,10,"21,22",3011
3012,30,12,MAY,5,"1,2",3012
3012,30,12,JUNE,6,"13,14",3012
3012,30,12,JULY,7,"29,30",3012
3012,30,12,SEPTEMBER,9,"10,11",3012
3012,30,12,OCTOBER,10,"23,24",3012
3013,30,13,MAY,5,"3,6",3013
3013,30,13,JUNE,6,"17,18",3013
3013,30,13,JULY,7,31,3013
3013,30,13,AUGUST,8,1,3013
3013,30,13,SEPTEMBER,9,"16,17",3013
3013,30,13,OCTOBER,10,"25,28",3013
3014,30,14,MAY,5,"7,8",3014
3014,30,14,JUNE,6,"20,21",3014
3014,30,14,AUGUST,8,"2,5",3014
3014,30,14,SEPTEMBER,9,"16,17",3014
3014,30,14,OCTOBER,10,"29,30",3014
3015,30,15,MAY,5,"9,10",3015
3015,30,15,JUNE,6,"24,25",3015
3015,30,15,AUGUST,8,"6,7",3015
3015,30,15,SEPTEMBER,9,"18,19",3015
3015,30,15,OCTOBER,10,31,3015
3015,30,15,NOVEMBER,11,1,3015
3101,31,01,APRIL,4,"25,26",3101
3101,31,01,MAY,5,"30,31",3101
3101,31,01,JULY,7,"5,8",3101
3101,31,01,AUGUST,8,"8,9",3101
3101,31,01,SEPTEMBER,9,"12,13",3101
3101,31,01,OCTOBER,10,"17,18",3101
3101,31,01,NOVEMBER,11,"21,22",3101
3102,31,02,APRIL,4,"29,30",3102
3102,31,02,JUNE,6,"3,4",3102
3102,31,02,JULY,7,"9,10",3102
3102,31,02,AUGUST,8,"12,13",3102
3102,31,02,SEPTEMBER,9,"16,17",3102
3102,31,02,OCTOBER,10,"21,22",3102
3103,31,03,MAY,5,"1,2",3103
3103,31,03,JUNE,6,"5,6",3103
3103,31,03,JULY,7,"11,12",3103
3103,31,03,AUGUST,8,"14,15",3103
3103,31,03,SEPTEMBER,9,"18,19",3103
3103,31,03,OCTOBER,10,"23,24",3103
3104,31,04,APRIL,4,"1,2",3104
3104,31,04,MAY,5,"3,6",3104
3104,31,04,JUNE,6,"7,10",3104
3104,31,04,JULY,7,"15,16",3104
3104,31,04,AUGUST,8,"16,19",3104
3104,31,04,SEPTEMBER,9,"20,23",3104
3104,31,04,OCTOBER,10,"25,28",3104
3105,31,05,APRIL,4,"3,4",3105
3105,31,05,MAY,5,"7,8",3105
3105,31,05,JUNE,6,"11,12",3105
3105,31,05,JULY,7,"17,18",3105
3105,31,05,AUGUST,8,"20,21",3105
3105,31,05,SEPTEMBER,9,"24,25",3105
3105,31,05,OCTOBER,10,"29,30",3105
3106,31,06,APRIL,4,"5,8",3106
3106,31,06,MAY,5,"9,10",3106
3106,31,06,JUNE,6,"13,14",3106
3106,31,06,JULY,7,"19,22",3106
3106,31,06,AUGUST,8,"22,23",3106
3106,31,06,SEPTEMBER,9,"26,27",3106
3106,31,06,OCTOBER,10,31,3106
3106,31,06,NOVEMBER,11,1,3106
3107,31,07,APRIL,4,"9,10",3107
3107,31,07,MAY,5,"13,14",3107
3107,31,07,JUNE,6,"17,18",3107
3107,31,07,JULY,7,"23,24",3107
3107,31,07,AUGUST,8,"26,27",3107
3107,31,07,SEPTEMBER,9,30,3107
3107,31,07,OCTOBER,10,1,3107
3107,31,07,NOVEMBER,11,"4,5",3107
3108,31,08,APRIL,4,"11,12",3108
3108,31,08,MAY,5,"15,16",3108
3108,31,08,JUNE,6,"20,21",3108
3108,31,08,JULY,7,"25,26",3108
3108,31,08,AUGUST,8,"28,29",3108
3108,31,08,OCTOBER,10,"2,3",3108
3108,31,08,NOVEMBER,11,"6,7",3108
3109,31,09,APRIL,4,"15,16",3109
3109,31,09,MAY,5,"17,20",3109
3109,31,09,JUNE,6,"24,25",3109
3109,31,09,JULY,7,"29,30",3109
3109,31,09,AUGUST,8,30,3109
3109,31,09,SEPTEMBER,9,3,3109
3109,31,09,OCTOBER,10,"4,7",3109
3109,31,09,NOVEMBER,11,"8,12",3109
3110,31,10,APRIL,4,"17,18",3110
3110,31,10,MAY,5,"21,22",3110
3110,31,10,JUNE,6,"26,27",3110
3110,31,10,JULY,7,31,3110
3110,31,10,AUGUST,8,1,3110
3110,31,10,SEPTEMBER,9,"4,5",3110
3110,31,10,OCTOBER,10,"8,9",3110
3110,31,10,NOVEMBER,11,"13,14",3110
3111,31,11,APRIL,4,"19,22",3111
3111,31,11,MAY,5,"23,24",3111
3111,31,11,JUNE,6,28,3111
3111,31,11,JULY,7,1,3111
3111,31,11,AUGUST,8,"2,5",3111
3111,31,11,SEPTEMBER,9,"6,9",3111
3111,31,11,OCTOBER,10,"10,11",3111
3111,31,11,NOVEMBER,11,"15,18",3111
3112,31,12,APRIL,4,"23,24",3112
3112,31,12,MAY,5,"28,29",3112
3112,31,12,JULY,7,"2,3",3112
3112,31,12,AUGUST,8,"6,7",3112
3112,31,12,SEPTEMBER,9,"10,11",3112
3112,31,12,OCTOBER,10,"15,16",3112
3112,31,12,NOVEMBER,11,"19,20",3112
3201,32,01,APRIL,4,"1,2",3201
3201,32,01,MAY,5,"28,29",3201
3201,32,01,JULY,7,"25,26",3201
3201,32,01,SEPTEMBER,9,"20,23",3201
3201,32,01,NOVEMBER,11,"19,20",3201
3202,32,02,APRIL,4,"3,4",3202
3202,32,02,MAY,5,"30,31",3202
3202,32,02,JULY,7,"29,30",3202
3202,32,02,SEPTEMBER,9,"24,25",3202
3202,32,02,NOVEMBER,11,"21,22",3202
3203,32,03,APRIL,4,"5,8",3203
3203,32,03,MAY,5,"3,4",3203
3203,32,03,JULY,7,31,3203
3203,32,03,AUGUST,8,1,3203
3204,32,04,APRIL,4,"9,10",3204
3204,32,04,JUNE,6,"5,6",3204
3204,32,04,AUGUST,8,"2,4",3204
3204,32,04,SEPTEMBER,9,30,3204
3204,32,04,OCTOBER,10,1,3204
3205,32,05,APRIL,4,"11,12",3205
3205,32,05,JUNE,6,"7,10",3205
3205,32,05,AUGUST,8,"6,7",3205
3205,32,05,OCTOBER,10,"2,3",3205
3206,32,06,APRIL,4,"15,16",3206
3206,32,06,JUNE,6,"11,12",3206
3206,32,06,AUGUST,8,"8,9",3206
3206,32,06,OCTOBER,10,"4,7",3206
